"sep= "
1448869197198 Time: [8:39:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51.5 AllLatencies 51.5 160 212.5  UserID: 1 1
1448869227527 Time: [8:40:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 124 AllLatencies 124 231.5 216  UserID: 1 1
1448869257187 Time: [8:40:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 50.5 AllLatencies 50.5 147.5 213.5  UserID: 1 1
1448869287853 Time: [8:41:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53 AllLatencies 53 464 217.5  UserID: 1 1
1448869317202 Time: [8:41:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 52 AllLatencies 52 150.5 212  UserID: 1 1
1448869347226 Time: [8:42:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53.5 AllLatencies 53.5 151.5 220  UserID: 1 1
1448869377259 Time: [8:42:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51.5 AllLatencies 51.5 163 217.5  UserID: 1 1
1448869407250 Time: [8:43:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53.5 AllLatencies 53.5 152.5 230.5  UserID: 1 1
1448869437221 Time: [8:43:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 56 AllLatencies 56 150.5 212  UserID: 1 1
1448869467217 Time: [8:44:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53 AllLatencies 53 149.5 212.5  UserID: 1 1
1448869497363 Time: [8:44:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 76.5 AllLatencies 76.5 172.5 221.5  UserID: 1 1
1448869527243 Time: [8:45:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51.5 AllLatencies 51.5 152 221.5  UserID: 1 1
1448869557244 Time: [8:45:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 52.5 AllLatencies 52.5 154.5 212  UserID: 1 1
1448869587816 Time: [8:46:27] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 156 AllLatencies 168.5 156 371.5  UserID: 1 1
1448869617259 Time: [8:46:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 57.5 AllLatencies 57.5 151 211.5  UserID: 1 1
1448869647319 Time: [8:47:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 54.5 AllLatencies 54.5 163.5 218  UserID: 1 1
1448869677258 Time: [8:47:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51.5 AllLatencies 51.5 150.5 215.5  UserID: 1 1
1448869707678 Time: [8:48:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53.5 AllLatencies 53.5 151 421.5  UserID: 1 1
1448869737542 Time: [8:48:57] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 154.5 AllLatencies 171 154.5 214  UserID: 1 1
1448869767277 Time: [8:49:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 56.5 AllLatencies 56.5 150.5 212  UserID: 1 1
1448869799503 Time: [8:49:59] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 273 AllLatencies 952 273 297.5  UserID: 1 1
1448869827752 Time: [8:50:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 111.5 AllLatencies 111.5 243 289  UserID: 1 1
1448869857643 Time: [8:50:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 108.5 AllLatencies 108.5 205.5 278  UserID: 1 1
1448869887859 Time: [8:51:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 49.5 AllLatencies 49.5 411.5 238.5  UserID: 1 1
1448869917285 Time: [8:51:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51.5 AllLatencies 51.5 153.5 211.5  UserID: 1 1
1448869947298 Time: [8:52:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 54 AllLatencies 54 151 214  UserID: 1 1
1448869977458 Time: [8:52:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 101.5 AllLatencies 101.5 160.5 217  UserID: 1 1
1448870007304 Time: [8:53:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 49 AllLatencies 49 154 213.5  UserID: 1 1
1448870037698 Time: [8:53:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 59.5 AllLatencies 59.5 154.5 216  UserID: 1 1
1448870067685 Time: [8:54:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51 AllLatencies 51 150.5 220  UserID: 1 1
1448870098025 Time: [8:54:58] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 155 AllLatencies 187.5 155 236  UserID: 1 1
1448870127674 Time: [8:55:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 51 AllLatencies 51 151 210.5  UserID: 1 1
1448870157681 Time: [8:55:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 50 AllLatencies 50 156 210.5  UserID: 1 1
1448870187725 Time: [8:56:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 57.5 AllLatencies 57.5 155 216.5  UserID: 1 1
1448870217704 Time: [8:56:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 55.5 AllLatencies 55.5 150.5 217  UserID: 1 1
1448870247700 Time: [8:57:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 52 AllLatencies 52 150.5 215  UserID: 1 1
1448870277719 Time: [8:57:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 56 AllLatencies 56 148.5 218  UserID: 1 1
1448870307700 Time: [8:58:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 53.5 AllLatencies 53.5 152.5 211.5  UserID: 1 1
1448870337711 Time: [8:58:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 50.5 AllLatencies 50.5 156 212  UserID: 1 1
1448870367732 Time: [8:59:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 58 AllLatencies 58 153 213.5  UserID: 1 1
