"sep= "
1448887802196 Time: [13:50:2] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 672.39 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887804246 Time: [13:50:4] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 651.31 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887806241 Time: [13:50:6] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 653.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887808250 Time: [13:50:8] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 649.65 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887810463 Time: [13:50:10] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 571.91 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887812422 Time: [13:50:12] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 585.73 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887814277 Time: [13:50:14] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 639.05 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887816226 Time: [13:50:16] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 659.75 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887818281 Time: [13:50:18] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 637.84 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887820381 Time: [13:50:20] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 599.88 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887822494 Time: [13:50:22] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 562.43 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887824478 Time: [13:50:24] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 567.76 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887826661 Time: [13:50:26] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 515.18 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887828361 Time: [13:50:28] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 607.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887830503 Time: [13:50:30] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 559.96 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887832234 Time: [13:50:32] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 658.05 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887834239 Time: [13:50:34] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 655.51 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887836210 Time: [13:50:36] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 667.98 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887838218 Time: [13:50:38] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 664.92 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887840183 Time: [13:50:40] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 680.94 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887842216 Time: [13:50:42] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 666.23 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887844277 Time: [13:50:44] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 640.65 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887846341 Time: [13:50:46] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 616.22 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887848194 Time: [13:50:48] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 675.96 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887850246 Time: [13:50:50] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 653.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887852226 Time: [13:50:52] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 662.33 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887854180 Time: [13:50:54] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 682.31 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887856463 Time: [13:50:56] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 574.17 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887858201 Time: [13:50:58] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 673.28 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887860243 Time: [13:51:0] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 655.08 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887862217 Time: [13:51:2] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 666.23 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887864206 Time: [13:51:4] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 671.50 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887866287 Time: [13:51:6] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 637.84 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887868255 Time: [13:51:8] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 650.90 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887870195 Time: [13:51:10] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 676.86 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887872213 Time: [13:51:12] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 669.74 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887874203 Time: [13:51:14] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 673.73 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887876195 Time: [13:51:16] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 677.31 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887878209 Time: [13:51:18] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 670.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887880216 Time: [13:51:20] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 668.42 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887882216 Time: [13:51:22] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 667.98 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887884500 Time: [13:51:24] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 563.05 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887886465 Time: [13:51:26] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 574.49 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887888189 Time: [13:51:28] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 680.03 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887890243 Time: [13:51:30] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 656.77 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887892219 Time: [13:51:32] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 666.67 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887894227 Time: [13:51:34] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 663.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887896199 Time: [13:51:36] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 675.96 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887898207 Time: [13:51:38] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 672.84 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887900210 Time: [13:51:40] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 671.06 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887902195 Time: [13:51:42] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 677.76 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887904203 Time: [13:51:44] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 674.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887906392 Time: [13:51:46] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 599.53 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887908267 Time: [13:51:48] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 647.17 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887910251 Time: [13:51:50] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 654.24 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887912350 Time: [13:51:52] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 614.73 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887914509 Time: [13:51:54] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 561.50 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887916211 Time: [13:51:56] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 671.50 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887918198 Time: [13:51:58] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 676.86 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887920259 Time: [13:52:0] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 650.48 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887922254 Time: [13:52:2] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 652.98 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887924217 Time: [13:52:4] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 669.30 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887926238 Time: [13:52:6] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 660.18 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887928260 Time: [13:52:8] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 650.48 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887930203 Time: [13:52:10] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 675.07 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887932231 Time: [13:52:12] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 662.76 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887934230 Time: [13:52:14] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 663.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887936215 Time: [13:52:16] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 670.18 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887938215 Time: [13:52:18] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 669.74 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887940213 Time: [13:52:20] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 671.50 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887942421 Time: [13:52:22] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 590.14 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887944278 Time: [13:52:24] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 643.49 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887946269 Time: [13:52:26] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 647.17 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887948245 Time: [13:52:28] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 657.20 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887950214 Time: [13:52:30] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 670.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887952197 Time: [13:52:32] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 678.21 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887954474 Time: [13:52:34] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 572.55 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887956200 Time: [13:52:36] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 676.86 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887958254 Time: [13:52:38] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 653.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887960233 Time: [13:52:40] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 663.19 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887962255 Time: [13:52:42] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 653.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887964197 Time: [13:52:44] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 678.67 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887966282 Time: [13:52:46] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 642.68 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887968229 Time: [13:52:48] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 664.92 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887970232 Time: [13:52:50] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 663.62 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887972210 Time: [13:52:52] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 673.28 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887974269 Time: [13:52:54] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 648.82 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887976203 Time: [13:52:56] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 676.41 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887978222 Time: [13:52:58] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 668.42 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887980225 Time: [13:53:0] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 666.67 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887982359 Time: [13:53:2] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 612.88 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887984257 Time: [13:53:4] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 653.40 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887986357 Time: [13:53:6] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 613.99 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887988281 Time: [13:53:8] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 643.49 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887990227 Time: [13:53:10] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 666.67 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887992292 Time: [13:53:12] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 639.45 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887994196 Time: [13:53:14] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 680.03 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887996232 Time: [13:53:16] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 664.06 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448887998480 Time: [13:53:18] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 671.91 ServerIP http://78.46.49.57:21210/ UserID: 0 0
1448888000251 Time: [13:53:20] Quality_did_not_change large Mode Quality_Throughput Throughput_In_KB_s 656.35 ServerIP http://78.46.49.57:21210/ UserID: 0 0
