"sep= "
1448636066983 Time: [15:54:26] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 101 AllLatencies 101 312 426  UserID: 18 18
1448636098984 Time: [15:54:58] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 312 AllLatencies 493 312 2007  UserID: 18 18
1448636127124 Time: [15:55:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 202 AllLatencies 202 314 437  UserID: 18 18
1448636158795 Time: [15:55:58] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 686 AllLatencies 980 686 945  UserID: 18 18
1448636187108 Time: [15:56:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 118 AllLatencies 118 370 436  UserID: 18 18
1448636217128 Time: [15:56:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 112 AllLatencies 112 314 515  UserID: 18 18
1448636247508 Time: [15:57:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 100 AllLatencies 100 348 869  UserID: 18 18
1448636277121 Time: [15:57:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 103 AllLatencies 103 311 512  UserID: 18 18
1448636307098 Time: [15:58:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 124 AllLatencies 124 348 420  UserID: 18 18
1448636337056 Time: [15:58:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 114 AllLatencies 114 312 440  UserID: 18 18
1448636367166 Time: [15:59:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 138 AllLatencies 138 356 453  UserID: 18 18
1448636397141 Time: [15:59:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 139 AllLatencies 139 311 473  UserID: 18 18
1448636427426 Time: [16:0:27] Set_New_Server http://192.111.152.116:16201/ Mode Server_Lowest_Latency Latency 315 AllLatencies 439 315 458  UserID: 18 18
1448636457095 Time: [16:0:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 135 AllLatencies 135 317 429  UserID: 18 18
1448636487073 Time: [16:1:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 102 AllLatencies 102 325 424  UserID: 18 18
1448636517104 Time: [16:1:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 107 AllLatencies 107 337 440  UserID: 18 18
1448636547032 Time: [16:2:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 106 AllLatencies 106 302 415  UserID: 18 18
1448636577113 Time: [16:2:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 130 AllLatencies 130 308 440  UserID: 18 18
1448636607074 Time: [16:3:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 139 AllLatencies 139 301 426  UserID: 18 18
1448636637101 Time: [16:3:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 127 AllLatencies 127 312 428  UserID: 18 18
1448636667067 Time: [16:4:27] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 102 AllLatencies 102 317 420  UserID: 18 18
1448636697041 Time: [16:4:57] Set_New_Server http://78.46.49.57:21210/ Mode Server_Lowest_Latency Latency 105 AllLatencies 105 301 408  UserID: 18 18
